sample,video_path,audio_path,label,class_name,is_labeled
12-31-22-0002-02,intel_robotic_welding_dataset/6_burn_through/12-31-22-0002-02/12-31-22-0002-02.avi,intel_robotic_welding_dataset/6_burn_through/12-31-22-0002-02/12-31-22-0002-02.flac,7,Burnthrough,1
12-31-22-0006-09,intel_robotic_welding_dataset/7_spatter/12-31-22-0006-09/12-31-22-0006-09.avi,intel_robotic_welding_dataset/7_spatter/12-31-22-0006-09/12-31-22-0006-09.flac,4,Spatter,1
04-03-23-0005-11,intel_robotic_welding_dataset/8_crater_cracks_2_03-20-23_Fe410/04-03-23-0005-11/04-03-23-0005-11.avi,intel_robotic_welding_dataset/8_crater_cracks_2_03-20-23_Fe410/04-03-23-0005-11/04-03-23-0005-11.flac,11,Crater Cracks,1
12-31-22-0009-00,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0009-00/12-31-22-0009-00.avi,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0009-00/12-31-22-0009-00.flac,0,Good,1
12-31-22-0011-00,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0011-00/12-31-22-0011-00.avi,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0011-00/12-31-22-0011-00.flac,0,Good,1
12-31-22-0013-00,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0013-00/12-31-22-0013-00.avi,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0013-00/12-31-22-0013-00.flac,0,Good,1
12-04-22-0166-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0166-02/12-04-22-0166-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0166-02/12-04-22-0166-02.flac,7,Burnthrough,1
12-04-22-0174-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0174-02/12-04-22-0174-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0174-02/12-04-22-0174-02.flac,7,Burnthrough,1
12-06-22-0182-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0182-02/12-06-22-0182-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0182-02/12-06-22-0182-02.flac,7,Burnthrough,1
12-06-22-0188-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0188-02/12-06-22-0188-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0188-02/12-06-22-0188-02.flac,7,Burnthrough,1
12-06-22-0193-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0193-02/12-06-22-0193-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0193-02/12-06-22-0193-02.flac,7,Burnthrough,1
12-06-22-0194-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0194-02/12-06-22-0194-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0194-02/12-06-22-0194-02.flac,7,Burnthrough,1
12-06-22-0197-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0197-02/12-06-22-0197-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0197-02/12-06-22-0197-02.flac,7,Burnthrough,1
12-14-22-0210-02,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0210-02/12-14-22-0210-02.avi,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0210-02/12-14-22-0210-02.flac,7,Burnthrough,1
12-14-22-0233-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0233-02/12-14-22-0233-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0233-02/12-14-22-0233-02.flac,7,Burnthrough,1
12-14-22-0243-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0243-02/12-14-22-0243-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0243-02/12-14-22-0243-02.flac,7,Burnthrough,1
12-14-22-0246-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0246-02/12-14-22-0246-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0246-02/12-14-22-0246-02.flac,7,Burnthrough,1
12-14-22-0253-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0253-02/12-14-22-0253-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0253-02/12-14-22-0253-02.flac,7,Burnthrough,1
12-14-22-0256-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0256-02/12-14-22-0256-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0256-02/12-14-22-0256-02.flac,7,Burnthrough,1
12-28-22-0262-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0262-02/12-28-22-0262-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0262-02/12-28-22-0262-02.flac,7,Burnthrough,1
12-28-22-0266-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0266-02/12-28-22-0266-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0266-02/12-28-22-0266-02.flac,7,Burnthrough,1
12-28-22-0269-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0269-02/12-28-22-0269-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0269-02/12-28-22-0269-02.flac,7,Burnthrough,1
12-28-22-0272-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0272-02/12-28-22-0272-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0272-02/12-28-22-0272-02.flac,7,Burnthrough,1
12-28-22-0286-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0286-02/12-28-22-0286-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0286-02/12-28-22-0286-02.flac,7,Burnthrough,1
12-28-22-0287-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0287-02/12-28-22-0287-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0287-02/12-28-22-0287-02.flac,7,Burnthrough,1
09-09-22-0007-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0007-02/09-09-22-0007-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0007-02/09-09-22-0007-02.flac,7,Burnthrough,1
09-09-22-0016-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0016-02/09-09-22-0016-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0016-02/09-09-22-0016-02.flac,7,Burnthrough,1
10-11-22-0008-02,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0008-02/10-11-22-0008-02.avi,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0008-02/10-11-22-0008-02.flac,7,Burnthrough,1
10-11-22-0010-02,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0010-02/10-11-22-0010-02.avi,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0010-02/10-11-22-0010-02.flac,7,Burnthrough,1
10-11-22-0012-02,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0012-02/10-11-22-0012-02.avi,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0012-02/10-11-22-0012-02.flac,7,Burnthrough,1
10-11-22-0030-02,intel_robotic_welding_dataset/burnthrough_weld_3_10-11-22_Butt_Joint/10-11-22-0030-02/10-11-22-0030-02.avi,intel_robotic_welding_dataset/burnthrough_weld_3_10-11-22_Butt_Joint/10-11-22-0030-02/10-11-22-0030-02.flac,7,Burnthrough,1
10-15-22-0046-02,intel_robotic_welding_dataset/burnthrough_weld_4_10-15-22_Butt_Joint/10-15-22-0046-02/10-15-22-0046-02.avi,intel_robotic_welding_dataset/burnthrough_weld_4_10-15-22_Butt_Joint/10-15-22-0046-02/10-15-22-0046-02.flac,7,Burnthrough,1
10-16-22-0071-02,intel_robotic_welding_dataset/burnthrough_weld_5_10-16-22_Butt_Joint/10-16-22-0071-02/10-16-22-0071-02.avi,intel_robotic_welding_dataset/burnthrough_weld_5_10-16-22_Butt_Joint/10-16-22-0071-02/10-16-22-0071-02.flac,7,Burnthrough,1
10-16-22-0072-02,intel_robotic_welding_dataset/burnthrough_weld_5_10-16-22_Butt_Joint/10-16-22-0072-02/10-16-22-0072-02.avi,intel_robotic_welding_dataset/burnthrough_weld_5_10-16-22_Butt_Joint/10-16-22-0072-02/10-16-22-0072-02.flac,7,Burnthrough,1
12-04-22-0084-02,intel_robotic_welding_dataset/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0084-02/12-04-22-0084-02.avi,intel_robotic_welding_dataset/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0084-02/12-04-22-0084-02.flac,7,Burnthrough,1
12-04-22-0095-02,intel_robotic_welding_dataset/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0095-02/12-04-22-0095-02.avi,intel_robotic_welding_dataset/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0095-02/12-04-22-0095-02.flac,7,Burnthrough,1
12-04-22-0098-02,intel_robotic_welding_dataset/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0098-02/12-04-22-0098-02.avi,intel_robotic_welding_dataset/burnthrough_weld_6_12-04-22_butt_joint/12-04-22-0098-02/12-04-22-0098-02.flac,7,Burnthrough,1
12-04-22-0106-02,intel_robotic_welding_dataset/burnthrough_weld_7_12-04-22_butt_joint/12-04-22-0106-02/12-04-22-0106-02.avi,intel_robotic_welding_dataset/burnthrough_weld_7_12-04-22_butt_joint/12-04-22-0106-02/12-04-22-0106-02.flac,7,Burnthrough,1
12-04-22-0109-02,intel_robotic_welding_dataset/burnthrough_weld_7_12-04-22_butt_joint/12-04-22-0109-02/12-04-22-0109-02.avi,intel_robotic_welding_dataset/burnthrough_weld_7_12-04-22_butt_joint/12-04-22-0109-02/12-04-22-0109-02.flac,7,Burnthrough,1
12-04-22-0120-02,intel_robotic_welding_dataset/burnthrough_weld_7_12-04-22_butt_joint/12-04-22-0120-02/12-04-22-0120-02.avi,intel_robotic_welding_dataset/burnthrough_weld_7_12-04-22_butt_joint/12-04-22-0120-02/12-04-22-0120-02.flac,7,Burnthrough,1
12-04-22-0130-02,intel_robotic_welding_dataset/burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0130-02/12-04-22-0130-02.avi,intel_robotic_welding_dataset/burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0130-02/12-04-22-0130-02.flac,7,Burnthrough,1
12-04-22-0134-02,intel_robotic_welding_dataset/burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0134-02/12-04-22-0134-02.avi,intel_robotic_welding_dataset/burnthrough_weld_8_12-04-22_butt_joint/12-04-22-0134-02/12-04-22-0134-02.flac,7,Burnthrough,1
12-04-22-0147-02,intel_robotic_welding_dataset/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0147-02/12-04-22-0147-02.avi,intel_robotic_welding_dataset/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0147-02/12-04-22-0147-02.flac,7,Burnthrough,1
12-04-22-0151-02,intel_robotic_welding_dataset/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0151-02/12-04-22-0151-02.avi,intel_robotic_welding_dataset/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0151-02/12-04-22-0151-02.flac,7,Burnthrough,1
12-04-22-0158-02,intel_robotic_welding_dataset/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0158-02/12-04-22-0158-02.avi,intel_robotic_welding_dataset/burnthrough_weld_9_12-04-22_butt_joint/12-04-22-0158-02/12-04-22-0158-02.flac,7,Burnthrough,1
03-20-23-0001-11,intel_robotic_welding_dataset/crater_cracks_1_03-20-23_Fe410/03-20-23-0001-11/03-20-23-0001-11.avi,intel_robotic_welding_dataset/crater_cracks_1_03-20-23_Fe410/03-20-23-0001-11/03-20-23-0001-11.flac,11,Crater Cracks,1
03-20-23-0020-11,intel_robotic_welding_dataset/crater_cracks_1_03-20-23_Fe410/03-20-23-0020-11/03-20-23-0020-11.avi,intel_robotic_welding_dataset/crater_cracks_1_03-20-23_Fe410/03-20-23-0020-11/03-20-23-0020-11.flac,11,Crater Cracks,1
03-21-23-0008-11,intel_robotic_welding_dataset/crater_cracks_1_03-21-23_BSK46/03-21-23-0008-11/03-21-23-0008-11.avi,intel_robotic_welding_dataset/crater_cracks_1_03-21-23_BSK46/03-21-23-0008-11/03-21-23-0008-11.flac,11,Crater Cracks,1
03-21-23-0011-11,intel_robotic_welding_dataset/crater_cracks_1_03-21-23_BSK46/03-21-23-0011-11/03-21-23-0011-11.avi,intel_robotic_welding_dataset/crater_cracks_1_03-21-23_BSK46/03-21-23-0011-11/03-21-23-0011-11.flac,11,Crater Cracks,1
03-21-23-0013-11,intel_robotic_welding_dataset/crater_cracks_1_03-21-23_BSK46/03-21-23-0013-11/03-21-23-0013-11.avi,intel_robotic_welding_dataset/crater_cracks_1_03-21-23_BSK46/03-21-23-0013-11/03-21-23-0013-11.flac,11,Crater Cracks,1
03-20-23-0022-11,intel_robotic_welding_dataset/crater_cracks_2_03-20-23_Fe410/03-20-23-0022-11/03-20-23-0022-11.avi,intel_robotic_welding_dataset/crater_cracks_2_03-20-23_Fe410/03-20-23-0022-11/03-20-23-0022-11.flac,11,Crater Cracks,1
03-20-23-0024-11,intel_robotic_welding_dataset/crater_cracks_2_03-20-23_Fe410/03-20-23-0024-11/03-20-23-0024-11.avi,intel_robotic_welding_dataset/crater_cracks_2_03-20-23_Fe410/03-20-23-0024-11/03-20-23-0024-11.flac,11,Crater Cracks,1
03-20-23-0029-11,intel_robotic_welding_dataset/crater_cracks_2_03-20-23_Fe410/03-20-23-0029-11/03-20-23-0029-11.avi,intel_robotic_welding_dataset/crater_cracks_2_03-20-23_Fe410/03-20-23-0029-11/03-20-23-0029-11.flac,11,Crater Cracks,1
03-20-23-0048-11,intel_robotic_welding_dataset/crater_cracks_3_03-20-23_Fe410/03-20-23-0048-11/03-20-23-0048-11.avi,intel_robotic_welding_dataset/crater_cracks_3_03-20-23_Fe410/03-20-23-0048-11/03-20-23-0048-11.flac,11,Crater Cracks,1
03-20-23-0049-11,intel_robotic_welding_dataset/crater_cracks_3_03-20-23_Fe410/03-20-23-0049-11/03-20-23-0049-11.avi,intel_robotic_welding_dataset/crater_cracks_3_03-20-23_Fe410/03-20-23-0049-11/03-20-23-0049-11.flac,11,Crater Cracks,1
03-20-23-0056-11,intel_robotic_welding_dataset/crater_cracks_3_03-20-23_Fe410/03-20-23-0056-11/03-20-23-0056-11.avi,intel_robotic_welding_dataset/crater_cracks_3_03-20-23_Fe410/03-20-23-0056-11/03-20-23-0056-11.flac,11,Crater Cracks,1
03-20-23-0075-11,intel_robotic_welding_dataset/crater_cracks_4_03-20-23_Fe410/03-20-23-0075-11/03-20-23-0075-11.avi,intel_robotic_welding_dataset/crater_cracks_4_03-20-23_Fe410/03-20-23-0075-11/03-20-23-0075-11.flac,11,Crater Cracks,1
03-20-23-0087-11,intel_robotic_welding_dataset/crater_cracks_5_03-20-23_Fe410/03-20-23-0087-11/03-20-23-0087-11.avi,intel_robotic_welding_dataset/crater_cracks_5_03-20-23_Fe410/03-20-23-0087-11/03-20-23-0087-11.flac,11,Crater Cracks,1
03-20-23-0102-11,intel_robotic_welding_dataset/crater_cracks_6_03-20-23_Fe410/03-20-23-0102-11/03-20-23-0102-11.avi,intel_robotic_welding_dataset/crater_cracks_6_03-20-23_Fe410/03-20-23-0102-11/03-20-23-0102-11.flac,11,Crater Cracks,1
03-20-23-0113-11,intel_robotic_welding_dataset/crater_cracks_6_03-20-23_Fe410/03-20-23-0113-11/03-20-23-0113-11.avi,intel_robotic_welding_dataset/crater_cracks_6_03-20-23_Fe410/03-20-23-0113-11/03-20-23-0113-11.flac,11,Crater Cracks,1
03-20-23-0123-11,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0123-11/03-20-23-0123-11.avi,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0123-11/03-20-23-0123-11.flac,11,Crater Cracks,1
03-20-23-0130-11,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0130-11/03-20-23-0130-11.avi,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0130-11/03-20-23-0130-11.flac,11,Crater Cracks,1
03-20-23-0131-11,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0131-11/03-20-23-0131-11.avi,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0131-11/03-20-23-0131-11.flac,11,Crater Cracks,1
03-20-23-0138-11,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0138-11/03-20-23-0138-11.avi,intel_robotic_welding_dataset/crater_cracks_7_03-20-23_Fe410/03-20-23-0138-11/03-20-23-0138-11.flac,11,Crater Cracks,1
03-04-23-0008-08,intel_robotic_welding_dataset/excessive_convexity_1_03-04-23_Fe410/03-04-23-0008-08/03-04-23-0008-08.avi,intel_robotic_welding_dataset/excessive_convexity_1_03-04-23_Fe410/03-04-23-0008-08/03-04-23-0008-08.flac,8,Excessive Convexity,1
03-04-23-0019-08,intel_robotic_welding_dataset/excessive_convexity_1_03-04-23_Fe410/03-04-23-0019-08/03-04-23-0019-08.avi,intel_robotic_welding_dataset/excessive_convexity_1_03-04-23_Fe410/03-04-23-0019-08/03-04-23-0019-08.flac,8,Excessive Convexity,1
03-19-23-0002-08,intel_robotic_welding_dataset/excessive_convexity_1_03-19-23_BSK46/03-19-23-0002-08/03-19-23-0002-08.avi,intel_robotic_welding_dataset/excessive_convexity_1_03-19-23_BSK46/03-19-23-0002-08/03-19-23-0002-08.flac,8,Excessive Convexity,1
03-04-23-0041-08,intel_robotic_welding_dataset/excessive_convexity_3_03-04-23_Fe410/03-04-23-0041-08/03-04-23-0041-08.avi,intel_robotic_welding_dataset/excessive_convexity_3_03-04-23_Fe410/03-04-23-0041-08/03-04-23-0041-08.flac,8,Excessive Convexity,1
03-04-23-0046-08,intel_robotic_welding_dataset/excessive_convexity_3_03-04-23_Fe410/03-04-23-0046-08/03-04-23-0046-08.avi,intel_robotic_welding_dataset/excessive_convexity_3_03-04-23_Fe410/03-04-23-0046-08/03-04-23-0046-08.flac,8,Excessive Convexity,1
03-04-23-0052-08,intel_robotic_welding_dataset/excessive_convexity_3_03-04-23_Fe410/03-04-23-0052-08/03-04-23-0052-08.avi,intel_robotic_welding_dataset/excessive_convexity_3_03-04-23_Fe410/03-04-23-0052-08/03-04-23-0052-08.flac,8,Excessive Convexity,1
03-06-23-0069-08,intel_robotic_welding_dataset/excessive_convexity_4_03-06-23_Fe410/03-06-23-0069-08/03-06-23-0069-08.avi,intel_robotic_welding_dataset/excessive_convexity_4_03-06-23_Fe410/03-06-23-0069-08/03-06-23-0069-08.flac,8,Excessive Convexity,1
03-06-23-0087-08,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0087-08/03-06-23-0087-08.avi,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0087-08/03-06-23-0087-08.flac,8,Excessive Convexity,1
03-06-23-0089-08,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0089-08/03-06-23-0089-08.avi,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0089-08/03-06-23-0089-08.flac,8,Excessive Convexity,1
03-06-23-0090-08,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0090-08/03-06-23-0090-08.avi,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0090-08/03-06-23-0090-08.flac,8,Excessive Convexity,1
03-06-23-0096-08,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0096-08/03-06-23-0096-08.avi,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0096-08/03-06-23-0096-08.flac,8,Excessive Convexity,1
03-06-23-0100-08,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0100-08/03-06-23-0100-08.avi,intel_robotic_welding_dataset/excessive_convexity_5_03-06-23_Fe410/03-06-23-0100-08/03-06-23-0100-08.flac,8,Excessive Convexity,1
03-06-23-0117-08,intel_robotic_welding_dataset/excessive_convexity_6_03-06-23_Fe410/03-06-23-0117-08/03-06-23-0117-08.avi,intel_robotic_welding_dataset/excessive_convexity_6_03-06-23_Fe410/03-06-23-0117-08/03-06-23-0117-08.flac,8,Excessive Convexity,1
03-06-23-0123-08,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0123-08/03-06-23-0123-08.avi,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0123-08/03-06-23-0123-08.flac,8,Excessive Convexity,1
03-06-23-0124-08,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0124-08/03-06-23-0124-08.avi,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0124-08/03-06-23-0124-08.flac,8,Excessive Convexity,1
03-06-23-0127-08,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0127-08/03-06-23-0127-08.avi,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0127-08/03-06-23-0127-08.flac,8,Excessive Convexity,1
03-06-23-0130-08,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0130-08/03-06-23-0130-08.avi,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0130-08/03-06-23-0130-08.flac,8,Excessive Convexity,1
03-06-23-0139-08,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0139-08/03-06-23-0139-08.avi,intel_robotic_welding_dataset/excessive_convexity_7_03-06-23_Fe410/03-06-23-0139-08/03-06-23-0139-08.flac,8,Excessive Convexity,1
02-19-23-0011-01,intel_robotic_welding_dataset/excessive_penetration_1_02-19-23_Fe410/02-19-23-0011-01/02-19-23-0011-01.avi,intel_robotic_welding_dataset/excessive_penetration_1_02-19-23_Fe410/02-19-23-0011-01/02-19-23-0011-01.flac,1,Excessive Penetration,1
02-19-23-0018-01,intel_robotic_welding_dataset/excessive_penetration_1_02-19-23_Fe410/02-19-23-0018-01/02-19-23-0018-01.avi,intel_robotic_welding_dataset/excessive_penetration_1_02-19-23_Fe410/02-19-23-0018-01/02-19-23-0018-01.flac,1,Excessive Penetration,1
02-19-23-0019-01,intel_robotic_welding_dataset/excessive_penetration_1_02-19-23_Fe410/02-19-23-0019-01/02-19-23-0019-01.avi,intel_robotic_welding_dataset/excessive_penetration_1_02-19-23_Fe410/02-19-23-0019-01/02-19-23-0019-01.flac,1,Excessive Penetration,1
02-19-23-0022-01,intel_robotic_welding_dataset/excessive_penetration_2_02-19-23_Fe410/02-19-23-0022-01/02-19-23-0022-01.avi,intel_robotic_welding_dataset/excessive_penetration_2_02-19-23_Fe410/02-19-23-0022-01/02-19-23-0022-01.flac,1,Excessive Penetration,1
02-19-23-0032-01,intel_robotic_welding_dataset/excessive_penetration_2_02-19-23_Fe410/02-19-23-0032-01/02-19-23-0032-01.avi,intel_robotic_welding_dataset/excessive_penetration_2_02-19-23_Fe410/02-19-23-0032-01/02-19-23-0032-01.flac,1,Excessive Penetration,1
