sample,video_path,audio_path,label,class_name,is_labeled
01-02-23-0024-00,intel_robotic_welding_dataset/3_good_weld_butt/01-02-23-0024-00/01-02-23-0024-00.avi,intel_robotic_welding_dataset/3_good_weld_butt/01-02-23-0024-00/01-02-23-0024-00.flac,0,Good,0
04-01-23-0030-00,intel_robotic_welding_dataset/4_good_weld_6_02-17-23_Fe410/04-01-23-0030-00/04-01-23-0030-00.avi,intel_robotic_welding_dataset/4_good_weld_6_02-17-23_Fe410/04-01-23-0030-00/04-01-23-0030-00.flac,0,Good,0
04-01-23-0031-00,intel_robotic_welding_dataset/4_good_weld_6_02-17-23_Fe410/04-01-23-0031-00/04-01-23-0031-00.avi,intel_robotic_welding_dataset/4_good_weld_6_02-17-23_Fe410/04-01-23-0031-00/04-01-23-0031-00.flac,0,Good,0
04-01-23-0037-00,intel_robotic_welding_dataset/5_good_weld_7_02-17-23_Fe410/04-01-23-0037-00/04-01-23-0037-00.avi,intel_robotic_welding_dataset/5_good_weld_7_02-17-23_Fe410/04-01-23-0037-00/04-01-23-0037-00.flac,0,Good,0
04-01-23-0039-00,intel_robotic_welding_dataset/5_good_weld_7_02-17-23_Fe410/04-01-23-0039-00/04-01-23-0039-00.avi,intel_robotic_welding_dataset/5_good_weld_7_02-17-23_Fe410/04-01-23-0039-00/04-01-23-0039-00.flac,0,Good,0
04-03-23-0002-11,intel_robotic_welding_dataset/7_crater_cracks_1_03-20-23_Fe410/04-03-23-0002-11/04-03-23-0002-11.avi,intel_robotic_welding_dataset/7_crater_cracks_1_03-20-23_Fe410/04-03-23-0002-11/04-03-23-0002-11.flac,11,Crater Cracks,0
12-31-22-0001-09,intel_robotic_welding_dataset/7_spatter/12-31-22-0001-09/12-31-22-0001-09.avi,intel_robotic_welding_dataset/7_spatter/12-31-22-0001-09/12-31-22-0001-09.flac,4,Spatter,0
12-31-22-0004-09,intel_robotic_welding_dataset/7_spatter/12-31-22-0004-09/12-31-22-0004-09.avi,intel_robotic_welding_dataset/7_spatter/12-31-22-0004-09/12-31-22-0004-09.flac,4,Spatter,0
04-03-23-0007-11,intel_robotic_welding_dataset/8_crater_cracks_2_03-20-23_Fe410/04-03-23-0007-11/04-03-23-0007-11.avi,intel_robotic_welding_dataset/8_crater_cracks_2_03-20-23_Fe410/04-03-23-0007-11/04-03-23-0007-11.flac,11,Crater Cracks,0
12-31-22-0001-00,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0001-00/12-31-22-0001-00.avi,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0001-00/12-31-22-0001-00.flac,0,Good,0
12-31-22-0002-00,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0002-00/12-31-22-0002-00.avi,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0002-00/12-31-22-0002-00.flac,0,Good,0
12-31-22-0006-00,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0006-00/12-31-22-0006-00.avi,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0006-00/12-31-22-0006-00.flac,0,Good,0
12-31-22-0007-00,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0007-00/12-31-22-0007-00.avi,intel_robotic_welding_dataset/8_good_weld_plane_plate/12-31-22-0007-00/12-31-22-0007-00.flac,0,Good,0
04-03-23-0008-11,intel_robotic_welding_dataset/9_crater_cracks_3_03-20-23_Fe410/04-03-23-0008-11/04-03-23-0008-11.avi,intel_robotic_welding_dataset/9_crater_cracks_3_03-20-23_Fe410/04-03-23-0008-11/04-03-23-0008-11.flac,11,Crater Cracks,0
12-31-22-0012-00,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0012-00/12-31-22-0012-00.avi,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0012-00/12-31-22-0012-00.flac,0,Good,0
12-31-22-0014-00,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0014-00/12-31-22-0014-00.avi,intel_robotic_welding_dataset/9_good_weld_plane_plate/12-31-22-0014-00/12-31-22-0014-00.flac,0,Good,0
12-04-22-0162-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0162-02/12-04-22-0162-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0162-02/12-04-22-0162-02.flac,7,Burnthrough,0
12-04-22-0164-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0164-02/12-04-22-0164-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0164-02/12-04-22-0164-02.flac,7,Burnthrough,0
12-04-22-0167-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0167-02/12-04-22-0167-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0167-02/12-04-22-0167-02.flac,7,Burnthrough,0
12-04-22-0170-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0170-02/12-04-22-0170-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0170-02/12-04-22-0170-02.flac,7,Burnthrough,0
12-04-22-0171-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0171-02/12-04-22-0171-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0171-02/12-04-22-0171-02.flac,7,Burnthrough,0
12-04-22-0175-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0175-02/12-04-22-0175-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0175-02/12-04-22-0175-02.flac,7,Burnthrough,0
12-04-22-0176-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0176-02/12-04-22-0176-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0176-02/12-04-22-0176-02.flac,7,Burnthrough,0
12-04-22-0179-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0179-02/12-04-22-0179-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0179-02/12-04-22-0179-02.flac,7,Burnthrough,0
12-04-22-0180-02,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0180-02/12-04-22-0180-02.avi,intel_robotic_welding_dataset/burnthrough_weld_10_12-04-22_butt_joint/12-04-22-0180-02/12-04-22-0180-02.flac,7,Burnthrough,0
12-06-22-0181-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0181-02/12-06-22-0181-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0181-02/12-06-22-0181-02.flac,7,Burnthrough,0
12-06-22-0186-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0186-02/12-06-22-0186-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0186-02/12-06-22-0186-02.flac,7,Burnthrough,0
12-06-22-0189-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0189-02/12-06-22-0189-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0189-02/12-06-22-0189-02.flac,7,Burnthrough,0
12-06-22-0190-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0190-02/12-06-22-0190-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0190-02/12-06-22-0190-02.flac,7,Burnthrough,0
12-06-22-0191-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0191-02/12-06-22-0191-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0191-02/12-06-22-0191-02.flac,7,Burnthrough,0
12-06-22-0199-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0199-02/12-06-22-0199-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0199-02/12-06-22-0199-02.flac,7,Burnthrough,0
12-06-22-0200-02,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0200-02/12-06-22-0200-02.avi,intel_robotic_welding_dataset/burnthrough_weld_11_12-06-22_butt_joint/12-06-22-0200-02/12-06-22-0200-02.flac,7,Burnthrough,0
12-14-22-0201-02,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0201-02/12-14-22-0201-02.avi,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0201-02/12-14-22-0201-02.flac,7,Burnthrough,0
12-14-22-0211-02,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0211-02/12-14-22-0211-02.avi,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0211-02/12-14-22-0211-02.flac,7,Burnthrough,0
12-14-22-0214-02,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0214-02/12-14-22-0214-02.avi,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0214-02/12-14-22-0214-02.flac,7,Burnthrough,0
12-14-22-0215-02,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0215-02/12-14-22-0215-02.avi,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0215-02/12-14-22-0215-02.flac,7,Burnthrough,0
12-14-22-0216-02,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0216-02/12-14-22-0216-02.avi,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0216-02/12-14-22-0216-02.flac,7,Burnthrough,0
12-14-22-0217-02,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0217-02/12-14-22-0217-02.avi,intel_robotic_welding_dataset/burnthrough_weld_12_12-14-22_butt_joint/12-14-22-0217-02/12-14-22-0217-02.flac,7,Burnthrough,0
12-14-22-0223-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0223-02/12-14-22-0223-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0223-02/12-14-22-0223-02.flac,7,Burnthrough,0
12-14-22-0228-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0228-02/12-14-22-0228-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0228-02/12-14-22-0228-02.flac,7,Burnthrough,0
12-14-22-0229-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0229-02/12-14-22-0229-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0229-02/12-14-22-0229-02.flac,7,Burnthrough,0
12-14-22-0232-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0232-02/12-14-22-0232-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0232-02/12-14-22-0232-02.flac,7,Burnthrough,0
12-14-22-0235-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0235-02/12-14-22-0235-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0235-02/12-14-22-0235-02.flac,7,Burnthrough,0
12-14-22-0236-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0236-02/12-14-22-0236-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0236-02/12-14-22-0236-02.flac,7,Burnthrough,0
12-14-22-0237-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0237-02/12-14-22-0237-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0237-02/12-14-22-0237-02.flac,7,Burnthrough,0
12-14-22-0238-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0238-02/12-14-22-0238-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0238-02/12-14-22-0238-02.flac,7,Burnthrough,0
12-14-22-0239-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0239-02/12-14-22-0239-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0239-02/12-14-22-0239-02.flac,7,Burnthrough,0
12-14-22-0240-02,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0240-02/12-14-22-0240-02.avi,intel_robotic_welding_dataset/burnthrough_weld_13_12-14-22_butt_joint/12-14-22-0240-02/12-14-22-0240-02.flac,7,Burnthrough,0
12-14-22-0248-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0248-02/12-14-22-0248-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0248-02/12-14-22-0248-02.flac,7,Burnthrough,0
12-14-22-0252-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0252-02/12-14-22-0252-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0252-02/12-14-22-0252-02.flac,7,Burnthrough,0
12-14-22-0254-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0254-02/12-14-22-0254-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0254-02/12-14-22-0254-02.flac,7,Burnthrough,0
12-14-22-0255-02,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0255-02/12-14-22-0255-02.avi,intel_robotic_welding_dataset/burnthrough_weld_14_12-14-22_butt_joint/12-14-22-0255-02/12-14-22-0255-02.flac,7,Burnthrough,0
12-28-22-0261-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0261-02/12-28-22-0261-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0261-02/12-28-22-0261-02.flac,7,Burnthrough,0
12-28-22-0265-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0265-02/12-28-22-0265-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0265-02/12-28-22-0265-02.flac,7,Burnthrough,0
12-28-22-0270-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0270-02/12-28-22-0270-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0270-02/12-28-22-0270-02.flac,7,Burnthrough,0
12-28-22-0274-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0274-02/12-28-22-0274-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0274-02/12-28-22-0274-02.flac,7,Burnthrough,0
12-28-22-0276-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0276-02/12-28-22-0276-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0276-02/12-28-22-0276-02.flac,7,Burnthrough,0
12-28-22-0277-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0277-02/12-28-22-0277-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0277-02/12-28-22-0277-02.flac,7,Burnthrough,0
12-28-22-0280-02,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0280-02/12-28-22-0280-02.avi,intel_robotic_welding_dataset/burnthrough_weld_15_12-28-22_butt_joint_BSK46/12-28-22-0280-02/12-28-22-0280-02.flac,7,Burnthrough,0
12-28-22-0281-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0281-02/12-28-22-0281-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0281-02/12-28-22-0281-02.flac,7,Burnthrough,0
12-28-22-0284-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0284-02/12-28-22-0284-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0284-02/12-28-22-0284-02.flac,7,Burnthrough,0
12-28-22-0288-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0288-02/12-28-22-0288-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0288-02/12-28-22-0288-02.flac,7,Burnthrough,0
12-28-22-0289-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0289-02/12-28-22-0289-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0289-02/12-28-22-0289-02.flac,7,Burnthrough,0
12-28-22-0291-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0291-02/12-28-22-0291-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0291-02/12-28-22-0291-02.flac,7,Burnthrough,0
12-28-22-0293-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0293-02/12-28-22-0293-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0293-02/12-28-22-0293-02.flac,7,Burnthrough,0
12-28-22-0296-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0296-02/12-28-22-0296-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0296-02/12-28-22-0296-02.flac,7,Burnthrough,0
12-28-22-0297-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0297-02/12-28-22-0297-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0297-02/12-28-22-0297-02.flac,7,Burnthrough,0
12-28-22-0298-02,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0298-02/12-28-22-0298-02.avi,intel_robotic_welding_dataset/burnthrough_weld_16_12-28-22_butt_joint_BSK46/12-28-22-0298-02/12-28-22-0298-02.flac,7,Burnthrough,0
09-09-22-0004-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0004-02/09-09-22-0004-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0004-02/09-09-22-0004-02.flac,7,Burnthrough,0
09-09-22-0009-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0009-02/09-09-22-0009-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0009-02/09-09-22-0009-02.flac,7,Burnthrough,0
09-09-22-0012-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0012-02/09-09-22-0012-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0012-02/09-09-22-0012-02.flac,7,Burnthrough,0
09-09-22-0013-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0013-02/09-09-22-0013-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0013-02/09-09-22-0013-02.flac,7,Burnthrough,0
09-09-22-0017-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0017-02/09-09-22-0017-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0017-02/09-09-22-0017-02.flac,7,Burnthrough,0
09-09-22-0020-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0020-02/09-09-22-0020-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-09-22-0020-02/09-09-22-0020-02.flac,7,Burnthrough,0
09-12-22-0006-02,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-12-22-0006-02/09-12-22-0006-02.avi,intel_robotic_welding_dataset/burnthrough_weld_1_09_09_2022_butt_joint/09-12-22-0006-02/09-12-22-0006-02.flac,7,Burnthrough,0
10-11-22-0004-02,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0004-02/10-11-22-0004-02.avi,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0004-02/10-11-22-0004-02.flac,7,Burnthrough,0
10-11-22-0006-02,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0006-02/10-11-22-0006-02.avi,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0006-02/10-11-22-0006-02.flac,7,Burnthrough,0
10-11-22-0011-02,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0011-02/10-11-22-0011-02.avi,intel_robotic_welding_dataset/burnthrough_weld_2_10-11-22_Butt_Joint/10-11-22-0011-02/10-11-22-0011-02.flac,7,Burnthrough,0
